team_2026_27,player,matched,match_type,prior_pl_team,position,rating,w_points,w_goals,w_assists,w_goal_involvements,w_xgi,gi_per90,w_minutes,seasons,latest_team,latest_season
Liverpool,James McConnell,True,name,Liverpool,MID,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.63,3,Liverpool,2025-26
Liverpool,Víctor Muñoz,True,name,Crystal Palace,DEF,80.87,80.87,2.38,2.38,4.76,3.8,0.3,1427.05,1,Crystal Palace,2025-26
Liverpool,Alexander Isak,True,name,Liverpool,FWD,147.64,147.64,15.58,3.81,19.39,16.04,0.85,2051.39,4,Liverpool,2025-26
Liverpool,Federico Chiesa,True,name,Liverpool,MID,24.48,24.48,1.19,0.59,1.78,1.4,0.71,224.91,2,Liverpool,2025-26
Liverpool,Cody Gakpo,True,name,Liverpool,MID,156.33,156.33,10.25,6.17,16.42,15.1,0.52,2831.18,4,Liverpool,2025-26
Liverpool,Hugo Ekitiké,True,name,Liverpool,FWD,74.33,74.33,6.54,2.38,8.92,7.46,0.75,1068.5,1,Liverpool,2025-26
Liverpool,Rio Ngumoha,True,name,Liverpool,MID,25.57,25.57,1.19,0.59,1.78,1.99,0.49,325.25,1,Liverpool,2025-26
Leeds,James Trafford,True,name,Man City,GKP,22.45,22.45,0.0,0.0,0.0,0.01,0.0,743.82,3,Man City,2025-26
Man City,Marcus Bettinelli,True,name,Man City,GKP,0.02,0.02,0.0,0.0,0.0,0.0,0.0,9.84,7,Man City,2025-26
Man City,Gianluigi Donnarumma,True,name,Man City,GKP,80.27,80.27,0.0,0.0,0.0,0.08,0.0,1819.49,1,Man City,2025-26
Man City,Rúben Dias,True,name,Man City,DEF,67.19,67.19,1.19,0.0,1.19,0.73,0.08,1271.86,1,Man City,2025-26
Man City,John Stones,True,name,Man City,DEF,56.56,56.56,1.42,0.25,1.67,0.88,0.13,1153.68,10,Man City,2025-26
Man City,Marc Guéhi,True,name,Man City,DEF,182.34,182.34,3.12,3.96,7.08,5.81,0.16,4034.9,5,Man City,2025-26
Man City,Rayan Aït-Nouri,True,name,Man City,DEF,101.18,101.18,1.96,4.29,6.25,5.17,0.24,2300.18,4,Man City,2025-26
Man City,Vitor Reis,True,name,Man City,DEF,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.35,2,Man City,2025-26
Man City,Josko Gvardiol,True,name,Man City,DEF,126.92,126.92,3.8,1.61,5.41,5.51,0.2,2462.75,3,Man City,2025-26
Man City,Abdukodir Khusanov,True,name,Man City,DEF,44.79,44.79,0.0,0.0,0.0,1.14,0.0,1026.34,2,Man City,2025-26
Man City,Max Alleyne,True,name,Man City,DEF,2.97,2.97,0.0,0.0,0.0,0.19,0.0,80.27,2,Man City,2025-26
Man City,Issa Kaboré,True,name,Man City,DEF,7.15,7.15,0.0,0.63,0.63,0.44,0.16,363.06,2,Man City,2024-25
Man City,Rico Lewis,True,name,Man City,DEF,49.19,49.19,0.77,1.3,2.08,2.39,0.16,1187.47,4,Man City,2025-26
Man City,Stephen Mfuni,True,name,Man City,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Man City,2025-26
Man City,Finley Burns,True,name,Ipswich,MID,10.61,10.61,0.0,0.35,0.35,0.59,0.1,325.98,1,Ipswich,2024-25
Man City,Josh Wilson-Esbrand,True,name,Man City,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Man City,2024-25
Man City,Elliot Anderson,True,name,Nott'm Forest,MID,157.48,157.48,3.09,5.64,8.73,7.49,0.24,3208.52,6,Nott'm Forest,2025-26
Man City,Jack Grealish,True,name,Everton,MID,102.32,102.32,3.5,6.32,9.82,6.64,0.44,2008.02,7,Everton,2025-26
Man City,Tijjani Reijnders,True,name,Man City,MID,54.7,54.7,2.97,1.78,4.76,4.14,0.44,965.04,1,Man City,2025-26
Man City,Mateo Kovacic,True,name,Man City,MID,56.29,56.29,2.33,1.66,3.99,2.75,0.31,1173.56,3,Man City,2025-26
Man City,Rayan Cherki,True,name,Man City,MID,80.27,80.27,2.38,7.73,10.11,7.82,0.86,1053.64,1,Man City,2025-26
Man City,Nico González,True,name,Man City,MID,37.46,37.46,0.59,0.0,0.59,1.07,0.06,928.18,1,Man City,2025-26
Man City,Rodri,True,mononym,Man City,MID,41.03,41.03,0.59,0.59,1.19,2.14,0.12,897.85,1,Man City,2025-26
Man City,Matheus Nunes,True,name,Man City,DEF,91.57,91.57,0.59,4.76,5.35,1.53,0.28,1701.16,1,Man City,2025-26
Man City,Claudio Echeverri,True,name,Man City,MID,0.35,0.35,0.0,0.0,0.0,0.0,0.0,1.77,2,Man City,2025-26
Man City,Nico O'Reilly,True,name,Man City,DEF,106.1,106.1,3.68,2.38,6.06,5.92,0.31,1757.15,3,Man City,2025-26
Man City,Kalvin Phillips,True,name,Man City,MID,19.26,19.26,0.04,0.16,0.21,0.44,0.02,780.21,6,Man City,2025-26
Man City,Phil Foden,True,name,Man City,MID,199.54,199.54,13.22,7.45,20.67,15.04,0.63,2949.81,9,Man City,2025-26
Man City,Jeremy Monga,True,name,Leicester,MID,2.47,2.47,0.0,0.0,0.0,0.07,0.0,37.12,1,Leicester,2024-25
Tottenham,Omar Marmoush,True,name,Man City,MID,59.11,59.11,4.26,2.14,6.4,4.63,0.7,825.94,2,Man City,2025-26
Man City,Erling Haaland,True,name,Man City,FWD,285.72,285.72,34.01,8.62,42.63,35.84,1.06,3605.76,4,Man City,2025-26
Man City,Jérémy Doku,True,name,Man City,MID,123.07,123.07,4.66,8.98,13.64,8.77,0.64,1919.89,3,Man City,2025-26
Tottenham,Savinho,True,name,Man City,MID,25.57,25.57,0.59,1.19,1.78,2.43,0.33,485.79,1,Man City,2025-26
Man City,Antoine Semenyo,True,name,Man City,MID,203.19,203.19,15.8,6.88,22.69,14.88,0.58,3507.32,4,Man City,2025-26
Man United,Karl Darlow,True,name,Leeds,GKP,47.55,47.55,0.0,0.0,0.0,0.03,0.0,1338.63,8,Leeds,2025-26
Man United,Altay Bayindir,True,name,Man Utd,GKP,6.54,6.54,0.0,0.0,0.0,0.03,0.0,321.09,1,Man Utd,2025-26
Man United,Tom Heaton,True,name,Man Utd,GKP,3.35,3.35,0.0,0.0,0.0,0.0,0.0,94.1,10,Man Utd,2025-26
Man United,André Onana,True,name,Man Utd,GKP,70.39,70.39,0.0,0.0,0.0,0.09,0.0,1800.84,3,Man Utd,2025-26
Man United,Senne Lammens,True,name,Man Utd,GKP,64.81,64.81,0.0,0.0,0.0,0.0,0.0,1712.46,1,Man Utd,2025-26
Man United,Diogo Dalot,True,name,Man Utd,DEF,135.67,135.67,1.14,5.86,7.0,5.55,0.18,3481.76,4,Man Utd,2025-26
Man United,Noussair Mazraoui,True,name,Man Utd,DEF,62.63,62.63,0.0,0.35,0.35,1.23,0.02,1583.61,2,Man Utd,2025-26
Man United,Matthijs de Ligt,True,name,Man Utd,DEF,49.61,49.61,1.3,0.0,1.3,2.28,0.08,1444.87,2,Man Utd,2025-26
Man United,Harry Maguire,True,name,Man Utd,DEF,107.46,107.46,1.63,2.19,3.82,2.35,0.14,2538.08,10,Man Utd,2025-26
Man United,Lisandro Martínez,True,name,Man Utd,DEF,67.64,67.64,0.83,0.56,1.4,1.55,0.07,1749.14,4,Man Utd,2025-26
Man United,Patrick Dorgu,True,name,Man Utd,DEF,62.85,62.85,2.38,2.38,4.76,3.12,0.37,1153.21,2,Man Utd,2025-26
Man United,Leny Yoro,True,name,Man Utd,DEF,41.08,41.08,0.0,0.59,0.59,1.45,0.04,1438.79,2,Man Utd,2025-26
Man United,Luke Shaw,True,name,Man Utd,DEF,103.75,103.75,0.78,1.84,2.62,2.58,0.08,2890.99,10,Man Utd,2025-26
Man United,Ayden Heaven,True,name,Man Utd,DEF,28.51,28.51,0.0,0.59,0.59,0.36,0.09,606.79,2,Man Utd,2025-26
Man United,Tyler Fredricson,True,name,Man Utd,DEF,1.3,1.3,0.0,0.0,0.0,0.01,0.0,59.88,2,Man Utd,2025-26
Man United,Diego León,True,name,Man Utd,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Man Utd,2025-26
Man United,Harry Amass,True,name,Man Utd,DEF,1.41,1.41,0.0,0.0,0.0,0.05,0.0,121.98,3,Man Utd,2025-26
Man United,Youri Tielemans,True,name,Aston Villa,MID,129.01,129.01,2.69,7.2,9.89,7.21,0.27,3240.28,8,Aston Villa,2025-26
Man United,Andrey Santos,True,name,Man Utd,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Man Utd,2025-26
Man United,Mason Mount,True,name,Man Utd,MID,81.07,81.07,3.99,1.78,5.77,4.04,0.34,1507.92,7,Man Utd,2025-26
Man United,Bruno Fernandes,True,name,Man Utd,MID,258.15,258.15,11.28,21.53,32.81,26.72,0.75,3959.23,4,Man Utd,2025-26
Man United,Casemiro,True,name,Man Utd,MID,138.15,138.15,6.42,3.38,9.8,8.39,0.32,2739.25,4,Man Utd,2025-26
Man United,Manuel Ugarte,True,name,Man Utd,MID,22.59,22.59,0.0,0.0,0.0,0.52,0.0,520.87,1,Man Utd,2025-26
Man United,Kobbie Mainoo,True,name,Man Utd,MID,74.57,74.57,1.23,1.4,2.62,2.44,0.12,1971.18,4,Man Utd,2025-26
Man United,Jack Fletcher,True,name,Man Utd,MID,1.78,1.78,0.0,0.0,0.0,0.03,0.0,63.62,2,Man Utd,2025-26
Man United,Tyler Fletcher,True,name,Man Utd,MID,1.19,1.19,0.0,0.0,0.0,0.01,0.0,10.11,1,Man Utd,2025-26
Man United,Toby Collyer,True,name,Man Utd,MID,2.12,2.12,0.0,0.0,0.0,0.16,0.0,61.52,3,Man Utd,2025-26
Man United,Marcus Rashford,True,name,Man Utd,MID,102.33,102.33,7.2,3.94,11.13,7.22,0.59,1687.86,10,Man Utd,2025-26
Man United,Enzo Kana Biyik,False,none,,,,,,,,,,,,,
Man United,Matheus Cunha,True,name,Man Utd,MID,85.03,85.03,5.95,2.38,8.32,6.1,0.51,1482.35,1,Man Utd,2025-26
Man United,Joshua Zirkzee,True,name,Man Utd,FWD,47.6,47.6,2.25,1.3,3.55,3.84,0.38,850.6,2,Man Utd,2025-26
Man United,Amad Diallo,True,name,Man Utd,MID,104.91,104.91,4.23,6.06,10.28,9.35,0.43,2150.05,6,Man Utd,2025-26
Man United,Bryan Mbeumo,True,name,Man Utd,MID,225.73,225.73,16.93,8.08,25.01,22.89,0.6,3750.34,5,Man Utd,2025-26
Man United,Benjamin Sesko,True,name,Man Utd,FWD,66.0,66.0,6.54,1.19,7.73,5.64,0.72,969.2,1,Man Utd,2025-26
Man United,Chido Obi,True,name,Man Utd,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Man Utd,2025-26
Man United,Ethan Wheatley,True,name,Man Utd,FWD,0.63,0.63,0.0,0.0,0.0,0.0,0.0,2.73,3,Man Utd,2025-26
Newcastle,Ewen Jaouen,False,none,,,,,,,,,,,,,
Newcastle,Nick Pope,True,name,Newcastle,GKP,146.66,146.66,0.0,0.59,0.59,0.1,0.02,3504.79,10,Newcastle,2025-26
Newcastle,Odysseas Vlachodimos,True,name,Newcastle,GKP,2.52,2.52,0.0,0.0,0.0,0.0,0.0,94.6,3,Newcastle,2025-26
Newcastle,Mark Gillespie,True,name,Newcastle,GKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Newcastle,2025-26
Newcastle,Max Thompson,True,name,Burnley,FWD,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.05,2,Burnley,2020-21
Newcastle,Aidan Harris,True,name,Bournemouth,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Bournemouth,2024-25
Newcastle,Lewis Hall,True,name,Newcastle,DEF,93.4,93.4,0.8,3.66,4.47,4.24,0.17,2311.56,5,Newcastle,2025-26
Newcastle,Sven Botman,True,name,Newcastle,DEF,86.13,86.13,1.02,1.27,2.28,2.55,0.11,1916.1,4,Newcastle,2025-26
Newcastle,Fabian Schär,True,name,Newcastle,DEF,126.04,126.04,2.69,1.9,4.59,4.33,0.14,3019.28,8,Newcastle,2025-26
Newcastle,Malick Thiaw,True,name,Newcastle,DEF,74.92,74.92,2.38,0.0,2.38,3.42,0.12,1761.81,1,Newcastle,2025-26
Newcastle,Tino Livramento,True,name,Newcastle,DEF,87.86,87.86,0.28,1.1,1.38,1.93,0.06,2231.25,5,Newcastle,2025-26
Newcastle,Dan Burn,True,name,Newcastle,DEF,144.4,144.4,1.61,2.63,4.24,3.3,0.1,3793.45,8,Newcastle,2025-26
Newcastle,Alex Murphy,True,name,Newcastle,DEF,1.61,1.61,0.0,0.0,0.0,0.0,0.0,6.47,3,Newcastle,2025-26
Newcastle,Leo Shahar,True,name,Newcastle,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Newcastle,2025-26
Newcastle,Joelinton,True,name,Newcastle,MID,113.73,113.73,4.3,3.13,7.43,6.24,0.23,2954.29,7,Newcastle,2025-26
Newcastle,Harvey Barnes,True,name,Newcastle,MID,159.64,159.64,11.04,4.67,15.7,12.14,0.54,2593.52,9,Newcastle,2025-26
Newcastle,Sean Steur,False,none,,,,,,,,,,,,,
Newcastle,Jacob Murphy,True,name,Newcastle,MID,140.34,140.34,5.91,8.18,14.1,9.63,0.53,2385.5,9,Newcastle,2025-26
Newcastle,Joe Willock,True,name,Newcastle,MID,58.02,58.02,0.59,2.77,3.36,4.05,0.22,1361.23,4,Newcastle,2025-26
Newcastle,Bruno Guimarães,True,token,Newcastle,MID,189.82,189.82,9.46,8.87,18.34,12.84,0.44,3721.2,5,Newcastle,2025-26
Newcastle,Jacob Ramsey,True,name,Newcastle,MID,92.51,92.51,2.95,4.48,7.43,4.63,0.31,2145.9,6,Newcastle,2025-26
Newcastle,Lewis Miley,True,name,Newcastle,MID,59.61,59.61,1.16,3.01,4.17,2.86,0.3,1249.87,4,Newcastle,2025-26
Newcastle,Bazoumana Touré,True,name,Fulham,DEF,1.05,1.05,0.0,0.0,0.0,0.0,0.0,13.66,1,Fulham,2023-24
Newcastle,Antoñito Cordero,True,token,Newcastle,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Newcastle,2025-26
Newcastle,Yoane Wissa,True,name,Newcastle,FWD,129.71,129.71,10.88,4.21,15.08,12.97,0.63,2155.8,5,Newcastle,2025-26
Newcastle,William Osula,True,name,Newcastle,FWD,57.16,57.16,4.52,0.8,5.32,3.36,0.7,686.05,4,Newcastle,2025-26
Newcastle,Anthony Elanga,True,name,Newcastle,MID,115.4,115.4,3.37,6.72,10.09,7.88,0.39,2314.99,6,Newcastle,2025-26
Newcastle,Nick Woltemade,True,name,Newcastle,FWD,64.22,64.22,4.76,2.38,7.14,4.83,0.57,1127.37,1,Newcastle,2025-26
Newcastle,Trevan Sanusi,False,none,,,,,,,,,,,,,
Newcastle,Sean Neave,True,name,Newcastle,FWD,0.59,0.59,0.0,0.0,0.0,0.02,0.0,7.73,2,Newcastle,2025-26
Newcastle,Park Seung-Soo,True,name,Newcastle,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Newcastle,2025-26
Nott'm Forest,John Victor,False,none,,,,,,,,,,,,,
Nott'm Forest,Matz Sels,True,name,Nott'm Forest,GKP,122.61,122.61,0.0,0.35,0.35,0.15,0.01,3097.68,3,Nott'm Forest,2025-26
Nott'm Forest,Tyler Bindon,False,none,,,,,,,,,,,,,
Nott'm Forest,Neco Williams,True,name,Nott'm Forest,DEF,130.75,130.75,1.67,3.25,4.92,5.7,0.13,3413.6,7,Nott'm Forest,2025-26
Nott'm Forest,Morato,True,name,Nott'm Forest,DEF,44.24,44.24,0.59,0.0,0.59,0.95,0.05,1111.78,2,Nott'm Forest,2025-26
Nott'm Forest,Murillo,True,name,Nott'm Forest,DEF,49.35,49.35,0.59,0.0,0.59,0.71,0.04,1266.51,1,Nott'm Forest,2025-26
Nott'm Forest,Jair Cunha,True,name,Nott'm Forest,DEF,7.73,7.73,0.0,0.0,0.0,0.2,0.0,305.63,1,Nott'm Forest,2025-26
Nott'm Forest,Luca Netz,True,name,Nott'm Forest,DEF,6.54,6.54,0.0,0.0,0.0,0.24,0.0,209.9,1,Nott'm Forest,2025-26
Nott'm Forest,Omar Richards,True,name,Nott'm Forest,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Nott'm Forest,2025-26
Nott'm Forest,Nikola Milenkovic,True,name,Nott'm Forest,DEF,122.02,122.02,1.77,1.3,3.07,2.59,0.09,3184.12,2,Nott'm Forest,2025-26
Nott'm Forest,Ola Aina,True,name,Nott'm Forest,DEF,89.62,89.62,0.8,1.59,2.38,1.76,0.1,2120.76,4,Nott'm Forest,2025-26
Nott'm Forest,Nicolò Savona,True,name,Nott'm Forest,DEF,23.19,23.19,1.19,0.0,1.19,1.06,0.18,609.47,1,Nott'm Forest,2025-26
Nott'm Forest,Zach Abbott,True,name,Nott'm Forest,DEF,1.78,1.78,0.0,0.0,0.0,0.01,0.0,98.11,2,Nott'm Forest,2025-26
Nott'm Forest,Ben Hammond,True,name,Nott'm Forest,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Nott'm Forest,2022-23
Nott'm Forest,Ibrahim Sangaré,True,name,Nott'm Forest,MID,65.25,65.25,1.19,1.54,2.73,2.07,0.15,1655.83,3,Nott'm Forest,2025-26
Nott'm Forest,Morgan Gibbs-White,True,name,Nott'm Forest,MID,216.12,216.12,13.11,10.33,23.45,16.47,0.54,3925.15,8,Nott'm Forest,2025-26
Nott'm Forest,Nicolás Domínguez,True,name,Nott'm Forest,MID,61.72,61.72,1.02,1.37,2.38,2.96,0.13,1698.36,3,Nott'm Forest,2025-26
Nott'm Forest,Ryan Yates,True,name,Nott'm Forest,MID,60.55,60.55,0.92,2.48,3.4,2.54,0.18,1675.21,4,Nott'm Forest,2025-26
Nott'm Forest,James McAtee,True,name,Nott'm Forest,MID,37.4,37.4,1.69,1.44,3.13,2.68,0.42,674.35,5,Nott'm Forest,2025-26
Nott'm Forest,Callum Hudson-Odoi,True,name,Nott'm Forest,MID,119.6,119.6,5.42,4.44,9.86,6.21,0.37,2401.47,9,Nott'm Forest,2025-26
Coventry,Taiwo Awoniyi,True,name,Nott'm Forest,FWD,63.47,63.47,5.24,1.94,7.19,5.55,0.79,818.29,4,Nott'm Forest,2025-26
Nott'm Forest,Chris Wood,True,name,Nott'm Forest,FWD,148.7,148.7,13.69,1.49,15.18,11.09,0.55,2498.82,9,Nott'm Forest,2025-26
Nott'm Forest,Dan Ndoye,True,name,Nott'm Forest,MID,29.73,29.73,0.59,1.19,1.78,1.52,0.23,693.9,1,Nott'm Forest,2025-26
Nott'm Forest,Arnaud Kalimuendo,True,name,Nott'm Forest,FWD,5.35,5.35,0.0,0.0,0.0,0.27,0.0,52.92,1,Nott'm Forest,2025-26
Nott'm Forest,Eric da Silva Moreira,True,name,Nott'm Forest,MID,0.71,0.71,0.0,0.0,0.0,0.0,0.0,9.9,2,Nott'm Forest,2025-26
Nott'm Forest,Igor Jesus,True,name,Nott'm Forest,FWD,67.78,67.78,3.57,3.57,7.14,4.6,0.47,1363.43,1,Nott'm Forest,2025-26
Nott'm Forest,Omari Hutchinson,True,name,Nott'm Forest,MID,48.88,48.88,0.59,4.16,4.76,3.5,0.43,999.31,3,Nott'm Forest,2025-26
Nott'm Forest,Dilane Bakwa,True,name,Nott'm Forest,MID,15.46,15.46,0.0,1.19,1.19,0.92,0.33,326.44,1,Nott'm Forest,2025-26
Sunderland,Anthony Patterson,True,name,Sunderland,GKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sunderland,2025-26
Sunderland,Simon Moore,True,name,Sunderland,GKP,0.08,0.08,0.0,0.0,0.0,0.0,0.0,4.73,3,Sunderland,2025-26
Sunderland,Robin Roefs,True,name,Sunderland,GKP,80.87,80.87,0.0,0.0,0.0,0.06,0.0,1873.0,1,Sunderland,2025-26
Sunderland,Melker Ellborg,True,name,Sunderland,GKP,9.51,9.51,0.0,0.0,0.0,0.01,0.0,160.54,1,Sunderland,2025-26
Sunderland,Dan Ballard,True,name,Sunderland,DEF,68.97,68.97,1.19,1.19,2.38,1.84,0.17,1274.83,1,Sunderland,2025-26
Sunderland,Thomas Meunier,False,none,,,,,,,,,,,,,
Sunderland,Omar Alderete,True,name,Sunderland,DEF,74.33,74.33,0.59,0.59,1.19,1.5,0.06,1663.11,1,Sunderland,2025-26
Sunderland,Reinildo Mandava,True,name,Sunderland,DEF,44.0,44.0,0.0,1.19,1.19,0.45,0.09,1168.99,1,Sunderland,2025-26
Sunderland,Nordi Mukiele,True,name,Sunderland,DEF,89.79,89.79,1.78,2.97,4.76,2.54,0.26,1655.38,1,Sunderland,2025-26
Sunderland,Jenson Seelt,True,name,Sunderland,DEF,1.19,1.19,0.0,0.0,0.0,0.01,0.0,79.08,1,Sunderland,2025-26
Sunderland,Arthur Masuaku,True,name,Sunderland,DEF,6.87,6.87,0.07,0.25,0.33,0.09,0.12,241.33,8,Sunderland,2025-26
Sunderland,Trai Hume,True,name,Sunderland,DEF,65.41,65.41,1.19,0.59,1.78,2.57,0.09,1802.84,1,Sunderland,2025-26
Sunderland,Leo Hjelde,True,name,Sunderland,DEF,0.15,0.15,0.0,0.0,0.0,0.0,0.0,11.0,3,Sunderland,2025-26
Sunderland,Aji Alese,True,name,Sunderland,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sunderland,2025-26
Sunderland,Alan Browne,True,name,Sunderland,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sunderland,2025-26
Sunderland,Chris Rigg,True,name,Sunderland,MID,21.41,21.41,0.59,0.59,1.19,1.06,0.24,450.71,1,Sunderland,2025-26
Sunderland,Luke O'Nien,True,name,Sunderland,DEF,15.46,15.46,0.0,0.59,0.59,0.17,0.16,335.95,1,Sunderland,2025-26
Sunderland,Habib Diarra,True,name,Sunderland,MID,38.65,38.65,1.19,3.57,4.76,2.45,0.51,834.23,1,Sunderland,2025-26
Sunderland,Noah Sadiki,True,name,Sunderland,MID,47.57,47.57,0.0,1.19,1.19,1.72,0.06,1719.0,1,Sunderland,2025-26
Sunderland,Enzo Le Fée,True,name,Sunderland,MID,87.41,87.41,2.97,3.57,6.54,6.64,0.34,1742.19,1,Sunderland,2025-26
Sunderland,Granit Xhaka,True,name,Sunderland,MID,105.22,105.22,1.7,4.99,6.69,3.89,0.24,2534.21,9,Sunderland,2025-26
Sunderland,Abdoullah Ba,True,name,Sunderland,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sunderland,2025-26
Sunderland,Luís Semedo,True,name,Sunderland,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sunderland,2025-26
Sunderland,Chemsdine Talbi,True,name,Sunderland,MID,49.35,49.35,2.38,1.19,3.57,1.97,0.35,923.42,1,Sunderland,2025-26
Sunderland,Brian Brobbey,True,name,Sunderland,FWD,54.7,54.7,4.16,1.19,5.35,3.98,0.42,1141.64,1,Sunderland,2025-26
Sunderland,Nilson Angulo,True,name,Sunderland,MID,7.73,7.73,0.0,0.0,0.0,0.53,0.0,238.44,1,Sunderland,2025-26
Sunderland,Romaine Mundle,True,name,Sunderland,MID,8.32,8.32,0.0,0.0,0.0,0.8,0.0,237.25,2,Sunderland,2025-26
Sunderland,Wilson Isidor,True,name,Sunderland,FWD,44.0,44.0,3.57,0.59,4.16,3.02,0.55,682.6,1,Sunderland,2025-26
Sunderland,Simon Adingra,True,name,Sunderland,MID,61.82,61.82,2.56,1.87,4.43,3.98,0.32,1234.79,3,Sunderland,2025-26
Sunderland,Ahmed Abdullahi,True,name,Sunderland,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sunderland,2025-26
Sunderland,Djiamgone Jocelin Ta Bi,True,name,Sunderland,MID,0.59,0.59,0.0,0.0,0.0,0.02,0.0,22.59,1,Sunderland,2025-26
Sunderland,Trey Ogunsuyi,False,none,,,,,,,,,,,,,
Tottenham,Martin Dúbravka,True,name,Burnley,GKP,72.64,72.64,0.0,0.0,0.0,0.02,0.0,2191.2,2,Burnley,2025-26
Tottenham,Guglielmo Vicario,True,name,Spurs,GKP,100.39,100.39,0.0,0.0,0.0,0.02,0.0,3141.59,3,Spurs,2025-26
Tottenham,Antonín Kinsky,True,name,Spurs,GKP,11.89,11.89,0.0,0.0,0.0,0.0,0.0,374.6,1,Spurs,2025-26
Tottenham,Brandon Austin,True,name,Spurs,GKP,0.35,0.35,0.0,0.0,0.0,0.0,0.0,31.82,6,Spurs,2025-26
Tottenham,Andy Robertson,True,name,Liverpool,DEF,126.44,126.44,1.56,3.51,5.07,5.71,0.17,2749.87,10,Liverpool,2025-26
Tottenham,Jan Paul van Hecke,True,name,Brighton,DEF,132.33,132.33,2.14,2.14,4.27,4.43,0.11,3489.38,4,Brighton,2025-26
Tottenham,Marcos Senesi,True,name,Bournemouth,DEF,104.06,104.06,0.0,3.57,3.57,3.72,0.16,1955.06,1,Bournemouth,2025-26
Tottenham,Kevin Danso,True,name,Spurs,DEF,43.35,43.35,0.0,0.03,0.03,0.72,0.0,1190.28,3,Spurs,2025-26
Tottenham,Destiny Udogie,True,name,Spurs,DEF,49.05,49.05,0.42,1.58,2.0,2.08,0.09,1976.32,3,Spurs,2025-26
Tottenham,Cristian Romero,True,name,Spurs,DEF,106.86,106.86,3.86,1.2,5.06,3.69,0.17,2630.9,5,Spurs,2025-26
Tottenham,Pedro Porro,True,name,Spurs,DEF,69.57,69.57,0.59,1.78,2.38,3.22,0.13,1660.73,1,Spurs,2025-26
Tottenham,Djed Spence,True,name,Spurs,DEF,64.91,64.91,0.35,0.71,1.06,2.3,0.05,1851.83,4,Spurs,2025-26
Tottenham,Kota Takai,True,name,Spurs,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Spurs,2025-26
Tottenham,Ben Davies,True,name,Spurs,DEF,49.4,49.4,1.15,1.11,2.27,1.53,0.14,1409.59,13,Spurs,2025-26
Tottenham,Ashley Phillips,True,name,Spurs,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Spurs,2025-26
Tottenham,Micky van de Ven,True,name,Spurs,DEF,97.32,97.32,3.01,1.3,4.31,2.54,0.15,2658.83,3,Spurs,2025-26
Tottenham,Souza,True,name,Spurs,DEF,1.78,1.78,0.0,0.0,0.0,0.03,0.0,84.43,1,Spurs,2025-26
Tottenham,Xavi Simons,True,name,Spurs,MID,47.57,47.57,1.19,2.97,4.16,4.11,0.36,1038.77,1,Spurs,2025-26
Tottenham,Conor Gallagher,True,name,Spurs,MID,75.07,75.07,2.7,2.94,5.64,3.27,0.27,1885.33,6,Spurs,2025-26
Tottenham,James Maddison,True,name,Spurs,MID,115.03,115.03,6.79,7.63,14.42,8.64,0.72,1803.46,8,Spurs,2025-26
Tottenham,Archie Gray,True,name,Spurs,MID,52.18,52.18,1.19,1.19,2.38,1.74,0.14,1493.38,4,Spurs,2025-26
Tottenham,Lucas Bergvall,True,name,Spurs,MID,44.69,44.69,0.59,2.49,3.09,1.53,0.28,992.11,2,Spurs,2025-26
Tottenham,Sandro Tonali,True,name,Newcastle,MID,89.0,89.0,1.62,1.9,3.52,5.53,0.13,2526.67,3,Newcastle,2025-26
Tottenham,Mateus Fernandes,True,name,Spurs,MID,0.18,0.18,0.0,0.0,0.0,0.0,0.0,1.63,2,Spurs,2020-21
Tottenham,Mohammed Kudus,True,name,Spurs,MID,110.87,110.87,4.64,6.87,11.51,7.78,0.44,2350.47,3,Spurs,2025-26
